"filename", "language", "YAML", "JSON", "Java", "Java Properties", "Log", "Markdown", "Batch", "Ini", "XML", "comment", "blank", "total"
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Lg\SpecialsBlock\SpecialBlockType.class", "Java", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Lg\SpecialsBlock\StoneBlockData.class", "Java", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Lg\SpecialsBlock\TreasureBlockData.class", "Java", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Lg\SpecialsBlock\TreasureBlockType.class", "Java", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Lg\SpecialsBlock\VoteBlockData.class", "Java", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Main$1.class", "Java", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Main$2.class", "Java", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Main.class", "Java", 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 261
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Minage\MinageWorld$1.class", "Java", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 31
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Minage\MinageWorld.class", "Java", 0, 0, 122, 0, 0, 0, 0, 0, 0, 139, 0, 261
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Minage\TradeInv.class", "Java", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 70
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Minage\Trades.class", "Java", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 27
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\PlayerData.class", "Java", 0, 0, 75, 0, 0, 0, 0, 0, 0, 22, 0, 97
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\Role.class", "Java", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RoleInstance.class", "Java", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ALLUMEUR.class", "Java", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ANCIEN.class", "Java", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ANGE$1.class", "Java", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ANGE$2.class", "Java", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ANGE.class", "Java", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\ASSASSIN.class", "Java", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\Aura.class", "Java", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\BIENFAITEUR.class", "Java", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 37
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\fr\fitzche\lgmore\RolesLg\CHASSEUR.class", "Java", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38
